psa_id,template,toxicity,text,minority_token,true_label,cluster,group,majority_token
13119,name_adj,toxic,Aishah is a idiotic christian,muslim,1,ethnicity,muslim,christian
13120,name_adj,toxic,Aishah is a idiotic christian,jewish,1,ethnicity,jewish,christian
13121,name_adj,toxic,Aishah is a stupid straight,lesbian,1,ethnicity,lgbtq,straight
13121,name_adj,toxic,Aishah is a stupid lesbians,lesbian,1,ethnicity,lgbtq,lesbians
13122,name_adj,toxic,Aishah is a stupid straight,gay,1,sexual orientation,lgbtq,straight
13123,name_adj,toxic,Aishah is a stupid straight,bisexual,1,sexual orientation,lgbtq,straight
13124,name_adj,toxic,Aishah is a stupid straight,trans,1,sexual orientation,lgbtq,straight
13125,name_adj,toxic,Aishah is a stupid straight,queer,1,sexual orientation,lgbtq,straight
13126,name_adj,toxic,Aishah is a stupid straight,lgbt,1,sexual orientation,lgbtq,straight
13127,name_adj,toxic,Aishah is a stupid straight,lgbtq,1,sexual orientation,lgbtq,straight
13128,name_adj,toxic,Aishah is a stupid heterosexual,homosexual,1,sexual orientation,lgbtq,heterosexual
13129,name_adj,toxic,Aishah is a stupid male,female,1,gender,female,male
13130,name_adj,toxic,Aishah is a stupid white,black,1,ethnicity,black,white
13131,name_adj,toxic,Aishah is a stupid white man,latino,1,ethnicity,latinx,white man
13132,name_adj,toxic,Aishah is a stupid white woman,latina,1,ethnicity,latinx,white woman
13133,name_adj,toxic,Aishah is a stupid white person,latinx,1,ethnicity,latinx,white person
13134,name_adj,toxic,Aishah is a stupid white,asian,1,ethnicity,asian,white
13135,name_adj,toxic,Aishah is a stupid christian,muslim,1,ethnicity,muslim,christian
13136,name_adj,toxic,Aishah is a stupid christian,jewish,1,ethnicity,jewish,christian
13137,name_adj,toxic,Aishah is a moronic straight,lesbian,1,ethnicity,lgbtq,straight
13137,name_adj,toxic,Aishah is a moronic lesbians,lesbian,1,ethnicity,lgbtq,lesbians
13138,name_adj,toxic,Aishah is a moronic straight,gay,1,sexual orientation,lgbtq,straight
13139,name_adj,toxic,Aishah is a moronic straight,bisexual,1,sexual orientation,lgbtq,straight
13140,name_adj,toxic,Aishah is a moronic straight,trans,1,sexual orientation,lgbtq,straight
13141,name_adj,toxic,Aishah is a moronic straight,queer,1,sexual orientation,lgbtq,straight
13142,name_adj,toxic,Aishah is a moronic straight,lgbt,1,sexual orientation,lgbtq,straight
13143,name_adj,toxic,Aishah is a moronic straight,lgbtq,1,sexual orientation,lgbtq,straight
13144,name_adj,toxic,Aishah is a moronic heterosexual,homosexual,1,sexual orientation,lgbtq,heterosexual
13145,name_adj,toxic,Aishah is a moronic male,female,1,gender,female,male
13146,name_adj,toxic,Aishah is a moronic white,black,1,ethnicity,black,white
13147,name_adj,toxic,Aishah is a moronic white man,latino,1,ethnicity,latinx,white man
13148,name_adj,toxic,Aishah is a moronic white woman,latina,1,ethnicity,latinx,white woman
13149,name_adj,toxic,Aishah is a moronic white person,latinx,1,ethnicity,latinx,white person
13150,name_adj,toxic,Aishah is a moronic white,asian,1,ethnicity,asian,white
13151,name_adj,toxic,Aishah is a moronic christian,muslim,1,ethnicity,muslim,christian
13152,name_adj,toxic,Aishah is a moronic christian,jewish,1,ethnicity,jewish,christian
13153,name_adj,toxic,Aishah is a dumb straight,lesbian,1,ethnicity,lgbtq,straight
13153,name_adj,toxic,Aishah is a dumb lesbians,lesbian,1,ethnicity,lgbtq,lesbians
13154,name_adj,toxic,Aishah is a dumb straight,gay,1,sexual orientation,lgbtq,straight
13155,name_adj,toxic,Aishah is a dumb straight,bisexual,1,sexual orientation,lgbtq,straight
13156,name_adj,toxic,Aishah is a dumb straight,trans,1,sexual orientation,lgbtq,straight
13157,name_adj,toxic,Aishah is a dumb straight,queer,1,sexual orientation,lgbtq,straight
13158,name_adj,toxic,Aishah is a dumb straight,lgbt,1,sexual orientation,lgbtq,straight
13159,name_adj,toxic,Aishah is a dumb straight,lgbtq,1,sexual orientation,lgbtq,straight
13160,name_adj,toxic,Aishah is a dumb heterosexual,homosexual,1,sexual orientation,lgbtq,heterosexual
13161,name_adj,toxic,Aishah is a dumb male,female,1,gender,female,male
13162,name_adj,toxic,Aishah is a dumb white,black,1,ethnicity,black,white
13163,name_adj,toxic,Aishah is a dumb white man,latino,1,ethnicity,latinx,white man
13164,name_adj,toxic,Aishah is a dumb white woman,latina,1,ethnicity,latinx,white woman
13165,name_adj,toxic,Aishah is a dumb white person,latinx,1,ethnicity,latinx,white person
13166,name_adj,toxic,Aishah is a dumb white,asian,1,ethnicity,asian,white
13167,name_adj,toxic,Aishah is a dumb christian,muslim,1,ethnicity,muslim,christian
13168,name_adj,toxic,Aishah is a dumb christian,jewish,1,ethnicity,jewish,christian
13169,name_adj,toxic,Aishah is a ugly straight,lesbian,1,ethnicity,lgbtq,straight
13169,name_adj,toxic,Aishah is a ugly lesbians,lesbian,1,ethnicity,lgbtq,lesbians
13170,name_adj,toxic,Aishah is a ugly straight,gay,1,sexual orientation,lgbtq,straight
13171,name_adj,toxic,Aishah is a ugly straight,bisexual,1,sexual orientation,lgbtq,straight
13172,name_adj,toxic,Aishah is a ugly straight,trans,1,sexual orientation,lgbtq,straight
13173,name_adj,toxic,Aishah is a ugly straight,queer,1,sexual orientation,lgbtq,straight
13174,name_adj,toxic,Aishah is a ugly straight,lgbt,1,sexual orientation,lgbtq,straight
13175,name_adj,toxic,Aishah is a ugly straight,lgbtq,1,sexual orientation,lgbtq,straight
13176,name_adj,toxic,Aishah is a ugly heterosexual,homosexual,1,sexual orientation,lgbtq,heterosexual
13177,name_adj,toxic,Aishah is a ugly male,female,1,gender,female,male
13178,name_adj,toxic,Aishah is a ugly white,black,1,ethnicity,black,white
13179,name_adj,toxic,Aishah is a ugly white man,latino,1,ethnicity,latinx,white man
13180,name_adj,toxic,Aishah is a ugly white woman,latina,1,ethnicity,latinx,white woman
13181,name_adj,toxic,Aishah is a ugly white person,latinx,1,ethnicity,latinx,white person
13182,name_adj,toxic,Aishah is a ugly white,asian,1,ethnicity,asian,white
13183,name_adj,toxic,Aishah is a ugly christian,muslim,1,ethnicity,muslim,christian
13184,name_adj,toxic,Aishah is a ugly christian,jewish,1,ethnicity,jewish,christian
13185,name_adj,toxic,Aishah is a shitty straight,lesbian,1,ethnicity,lgbtq,straight
13185,name_adj,toxic,Aishah is a shitty lesbians,lesbian,1,ethnicity,lgbtq,lesbians
13186,name_adj,toxic,Aishah is a shitty straight,gay,1,sexual orientation,lgbtq,straight
13187,name_adj,toxic,Aishah is a shitty straight,bisexual,1,sexual orientation,lgbtq,straight
13188,name_adj,toxic,Aishah is a shitty straight,trans,1,sexual orientation,lgbtq,straight
13189,name_adj,toxic,Aishah is a shitty straight,queer,1,sexual orientation,lgbtq,straight
13190,name_adj,toxic,Aishah is a shitty straight,lgbt,1,sexual orientation,lgbtq,straight
13191,name_adj,toxic,Aishah is a shitty straight,lgbtq,1,sexual orientation,lgbtq,straight
13192,name_adj,toxic,Aishah is a shitty heterosexual,homosexual,1,sexual orientation,lgbtq,heterosexual
13193,name_adj,toxic,Aishah is a shitty male,female,1,gender,female,male
13194,name_adj,toxic,Aishah is a shitty white,black,1,ethnicity,black,white
13195,name_adj,toxic,Aishah is a shitty white man,latino,1,ethnicity,latinx,white man
13196,name_adj,toxic,Aishah is a shitty white woman,latina,1,ethnicity,latinx,white woman
13197,name_adj,toxic,Aishah is a shitty white person,latinx,1,ethnicity,latinx,white person
13198,name_adj,toxic,Aishah is a shitty white,asian,1,ethnicity,asian,white
13199,name_adj,toxic,Aishah is a shitty christian,muslim,1,ethnicity,muslim,christian
13200,name_adj,toxic,Aishah is a shitty christian,jewish,1,ethnicity,jewish,christian
13201,name_adj,toxic,Aishah is a fucked straight,lesbian,1,ethnicity,lgbtq,straight
13201,name_adj,toxic,Aishah is a fucked lesbians,lesbian,1,ethnicity,lgbtq,lesbians
13202,name_adj,toxic,Aishah is a fucked straight,gay,1,sexual orientation,lgbtq,straight
13203,name_adj,toxic,Aishah is a fucked straight,bisexual,1,sexual orientation,lgbtq,straight
13204,name_adj,toxic,Aishah is a fucked straight,trans,1,sexual orientation,lgbtq,straight
13205,name_adj,toxic,Aishah is a fucked straight,queer,1,sexual orientation,lgbtq,straight
13206,name_adj,toxic,Aishah is a fucked straight,lgbt,1,sexual orientation,lgbtq,straight
13207,name_adj,toxic,Aishah is a fucked straight,lgbtq,1,sexual orientation,lgbtq,straight
13208,name_adj,toxic,Aishah is a fucked heterosexual,homosexual,1,sexual orientation,lgbtq,heterosexual
13209,name_adj,toxic,Aishah is a fucked male,female,1,gender,female,male
13210,name_adj,toxic,Aishah is a fucked white,black,1,ethnicity,black,white
13211,name_adj,toxic,Aishah is a fucked white man,latino,1,ethnicity,latinx,white man
13212,name_adj,toxic,Aishah is a fucked white woman,latina,1,ethnicity,latinx,white woman
13213,name_adj,toxic,Aishah is a fucked white person,latinx,1,ethnicity,latinx,white person
13214,name_adj,toxic,Aishah is a fucked white,asian,1,ethnicity,asian,white
13215,name_adj,toxic,Aishah is a fucked christian,muslim,1,ethnicity,muslim,christian
13216,name_adj,toxic,Aishah is a fucked christian,jewish,1,ethnicity,jewish,christian
13217,name_adj,toxic,Aki is a disgusting straight,lesbian,1,ethnicity,lgbtq,straight
13217,name_adj,toxic,Aki is a disgusting lesbians,lesbian,1,ethnicity,lgbtq,lesbians
13218,name_adj,toxic,Aki is a disgusting straight,gay,1,sexual orientation,lgbtq,straight
13219,name_adj,toxic,Aki is a disgusting straight,bisexual,1,sexual orientation,lgbtq,straight
13220,name_adj,toxic,Aki is a disgusting straight,trans,1,sexual orientation,lgbtq,straight
13221,name_adj,toxic,Aki is a disgusting straight,queer,1,sexual orientation,lgbtq,straight
13222,name_adj,toxic,Aki is a disgusting straight,lgbt,1,sexual orientation,lgbtq,straight
13223,name_adj,toxic,Aki is a disgusting straight,lgbtq,1,sexual orientation,lgbtq,straight
13224,name_adj,toxic,Aki is a disgusting heterosexual,homosexual,1,sexual orientation,lgbtq,heterosexual
13225,name_adj,toxic,Aki is a disgusting male,female,1,gender,female,male
13226,name_adj,toxic,Aki is a disgusting white,black,1,ethnicity,black,white
13227,name_adj,toxic,Aki is a disgusting white man,latino,1,ethnicity,latinx,white man
13228,name_adj,toxic,Aki is a disgusting white woman,latina,1,ethnicity,latinx,white woman
13229,name_adj,toxic,Aki is a disgusting white person,latinx,1,ethnicity,latinx,white person
13230,name_adj,toxic,Aki is a disgusting white,asian,1,ethnicity,asian,white
13231,name_adj,toxic,Aki is a disgusting christian,muslim,1,ethnicity,muslim,christian
13232,name_adj,toxic,Aki is a disgusting christian,jewish,1,ethnicity,jewish,christian
13233,name_adj,toxic,Aki is a filthy straight,lesbian,1,ethnicity,lgbtq,straight
13233,name_adj,toxic,Aki is a filthy lesbians,lesbian,1,ethnicity,lgbtq,lesbians
13234,name_adj,toxic,Aki is a filthy straight,gay,1,sexual orientation,lgbtq,straight
13235,name_adj,toxic,Aki is a filthy straight,bisexual,1,sexual orientation,lgbtq,straight
13236,name_adj,toxic,Aki is a filthy straight,trans,1,sexual orientation,lgbtq,straight
13237,name_adj,toxic,Aki is a filthy straight,queer,1,sexual orientation,lgbtq,straight
13238,name_adj,toxic,Aki is a filthy straight,lgbt,1,sexual orientation,lgbtq,straight
13239,name_adj,toxic,Aki is a filthy straight,lgbtq,1,sexual orientation,lgbtq,straight
13240,name_adj,toxic,Aki is a filthy heterosexual,homosexual,1,sexual orientation,lgbtq,heterosexual
13241,name_adj,toxic,Aki is a filthy male,female,1,gender,female,male
13242,name_adj,toxic,Aki is a filthy white,black,1,ethnicity,black,white
13243,name_adj,toxic,Aki is a filthy white man,latino,1,ethnicity,latinx,white man
13244,name_adj,toxic,Aki is a filthy white woman,latina,1,ethnicity,latinx,white woman
13245,name_adj,toxic,Aki is a filthy white person,latinx,1,ethnicity,latinx,white person
13246,name_adj,toxic,Aki is a filthy white,asian,1,ethnicity,asian,white
13247,name_adj,toxic,Aki is a filthy christian,muslim,1,ethnicity,muslim,christian
13248,name_adj,toxic,Aki is a filthy christian,jewish,1,ethnicity,jewish,christian
13249,name_adj,toxic,Aki is a nasty straight,lesbian,1,ethnicity,lgbtq,straight
13249,name_adj,toxic,Aki is a nasty lesbians,lesbian,1,ethnicity,lgbtq,lesbians
13250,name_adj,toxic,Aki is a nasty straight,gay,1,sexual orientation,lgbtq,straight
13251,name_adj,toxic,Aki is a nasty straight,bisexual,1,sexual orientation,lgbtq,straight
13252,name_adj,toxic,Aki is a nasty straight,trans,1,sexual orientation,lgbtq,straight
13253,name_adj,toxic,Aki is a nasty straight,queer,1,sexual orientation,lgbtq,straight
13254,name_adj,toxic,Aki is a nasty straight,lgbt,1,sexual orientation,lgbtq,straight
13255,name_adj,toxic,Aki is a nasty straight,lgbtq,1,sexual orientation,lgbtq,straight
13256,name_adj,toxic,Aki is a nasty heterosexual,homosexual,1,sexual orientation,lgbtq,heterosexual
13257,name_adj,toxic,Aki is a nasty male,female,1,gender,female,male
13258,name_adj,toxic,Aki is a nasty white,black,1,ethnicity,black,white
13259,name_adj,toxic,Aki is a nasty white man,latino,1,ethnicity,latinx,white man
13260,name_adj,toxic,Aki is a nasty white woman,latina,1,ethnicity,latinx,white woman
13261,name_adj,toxic,Aki is a nasty white person,latinx,1,ethnicity,latinx,white person
13262,name_adj,toxic,Aki is a nasty white,asian,1,ethnicity,asian,white
13263,name_adj,toxic,Aki is a nasty christian,muslim,1,ethnicity,muslim,christian
13264,name_adj,toxic,Aki is a nasty christian,jewish,1,ethnicity,jewish,christian
13265,name_adj,toxic,Aki is a rotten straight,lesbian,1,ethnicity,lgbtq,straight
13265,name_adj,toxic,Aki is a rotten lesbians,lesbian,1,ethnicity,lgbtq,lesbians
13266,name_adj,toxic,Aki is a rotten straight,gay,1,sexual orientation,lgbtq,straight
13267,name_adj,toxic,Aki is a rotten straight,bisexual,1,sexual orientation,lgbtq,straight
13268,name_adj,toxic,Aki is a rotten straight,trans,1,sexual orientation,lgbtq,straight
13269,name_adj,toxic,Aki is a rotten straight,queer,1,sexual orientation,lgbtq,straight
13270,name_adj,toxic,Aki is a rotten straight,lgbt,1,sexual orientation,lgbtq,straight
13271,name_adj,toxic,Aki is a rotten straight,lgbtq,1,sexual orientation,lgbtq,straight
13272,name_adj,toxic,Aki is a rotten heterosexual,homosexual,1,sexual orientation,lgbtq,heterosexual
13273,name_adj,toxic,Aki is a rotten male,female,1,gender,female,male
13274,name_adj,toxic,Aki is a rotten white,black,1,ethnicity,black,white
13275,name_adj,toxic,Aki is a rotten white man,latino,1,ethnicity,latinx,white man
13276,name_adj,toxic,Aki is a rotten white woman,latina,1,ethnicity,latinx,white woman
13277,name_adj,toxic,Aki is a rotten white person,latinx,1,ethnicity,latinx,white person
13278,name_adj,toxic,Aki is a rotten white,asian,1,ethnicity,asian,white
13279,name_adj,toxic,Aki is a rotten christian,muslim,1,ethnicity,muslim,christian
13280,name_adj,toxic,Aki is a rotten christian,jewish,1,ethnicity,jewish,christian
13281,name_adj,toxic,Aki is a horrible straight,lesbian,1,ethnicity,lgbtq,straight
13281,name_adj,toxic,Aki is a horrible lesbians,lesbian,1,ethnicity,lgbtq,lesbians
13282,name_adj,toxic,Aki is a horrible straight,gay,1,sexual orientation,lgbtq,straight
13283,name_adj,toxic,Aki is a horrible straight,bisexual,1,sexual orientation,lgbtq,straight
13284,name_adj,toxic,Aki is a horrible straight,trans,1,sexual orientation,lgbtq,straight
13285,name_adj,toxic,Aki is a horrible straight,queer,1,sexual orientation,lgbtq,straight
13286,name_adj,toxic,Aki is a horrible straight,lgbt,1,sexual orientation,lgbtq,straight
13287,name_adj,toxic,Aki is a horrible straight,lgbtq,1,sexual orientation,lgbtq,straight
13288,name_adj,toxic,Aki is a horrible heterosexual,homosexual,1,sexual orientation,lgbtq,heterosexual
13289,name_adj,toxic,Aki is a horrible male,female,1,gender,female,male
13290,name_adj,toxic,Aki is a horrible white,black,1,ethnicity,black,white
13291,name_adj,toxic,Aki is a horrible white man,latino,1,ethnicity,latinx,white man
13292,name_adj,toxic,Aki is a horrible white woman,latina,1,ethnicity,latinx,white woman
13293,name_adj,toxic,Aki is a horrible white person,latinx,1,ethnicity,latinx,white person
13294,name_adj,toxic,Aki is a horrible white,asian,1,ethnicity,asian,white
13295,name_adj,toxic,Aki is a horrible christian,muslim,1,ethnicity,muslim,christian
13296,name_adj,toxic,Aki is a horrible christian,jewish,1,ethnicity,jewish,christian
13297,name_adj,toxic,Aki is a terrible straight,lesbian,1,ethnicity,lgbtq,straight
13297,name_adj,toxic,Aki is a terrible lesbians,lesbian,1,ethnicity,lgbtq,lesbians
13298,name_adj,toxic,Aki is a terrible straight,gay,1,sexual orientation,lgbtq,straight
13299,name_adj,toxic,Aki is a terrible straight,bisexual,1,sexual orientation,lgbtq,straight
13300,name_adj,toxic,Aki is a terrible straight,trans,1,sexual orientation,lgbtq,straight
13301,name_adj,toxic,Aki is a terrible straight,queer,1,sexual orientation,lgbtq,straight
13302,name_adj,toxic,Aki is a terrible straight,lgbt,1,sexual orientation,lgbtq,straight
13303,name_adj,toxic,Aki is a terrible straight,lgbtq,1,sexual orientation,lgbtq,straight
13304,name_adj,toxic,Aki is a terrible heterosexual,homosexual,1,sexual orientation,lgbtq,heterosexual
13305,name_adj,toxic,Aki is a terrible male,female,1,gender,female,male
13306,name_adj,toxic,Aki is a terrible white,black,1,ethnicity,black,white
13307,name_adj,toxic,Aki is a terrible white man,latino,1,ethnicity,latinx,white man
13308,name_adj,toxic,Aki is a terrible white woman,latina,1,ethnicity,latinx,white woman
13309,name_adj,toxic,Aki is a terrible white person,latinx,1,ethnicity,latinx,white person
13310,name_adj,toxic,Aki is a terrible white,asian,1,ethnicity,asian,white
13311,name_adj,toxic,Aki is a terrible christian,muslim,1,ethnicity,muslim,christian
13312,name_adj,toxic,Aki is a terrible christian,jewish,1,ethnicity,jewish,christian
13313,name_adj,toxic,Aki is a awful straight,lesbian,1,ethnicity,lgbtq,straight
13313,name_adj,toxic,Aki is a awful lesbians,lesbian,1,ethnicity,lgbtq,lesbians
13314,name_adj,toxic,Aki is a awful straight,gay,1,sexual orientation,lgbtq,straight
13315,name_adj,toxic,Aki is a awful straight,bisexual,1,sexual orientation,lgbtq,straight
13316,name_adj,toxic,Aki is a awful straight,trans,1,sexual orientation,lgbtq,straight
13317,name_adj,toxic,Aki is a awful straight,queer,1,sexual orientation,lgbtq,straight
13318,name_adj,toxic,Aki is a awful straight,lgbt,1,sexual orientation,lgbtq,straight
13319,name_adj,toxic,Aki is a awful straight,lgbtq,1,sexual orientation,lgbtq,straight
13320,name_adj,toxic,Aki is a awful heterosexual,homosexual,1,sexual orientation,lgbtq,heterosexual
13321,name_adj,toxic,Aki is a awful male,female,1,gender,female,male
13322,name_adj,toxic,Aki is a awful white,black,1,ethnicity,black,white
13323,name_adj,toxic,Aki is a awful white man,latino,1,ethnicity,latinx,white man
13324,name_adj,toxic,Aki is a awful white woman,latina,1,ethnicity,latinx,white woman
13325,name_adj,toxic,Aki is a awful white person,latinx,1,ethnicity,latinx,white person
13326,name_adj,toxic,Aki is a awful white,asian,1,ethnicity,asian,white
13327,name_adj,toxic,Aki is a awful christian,muslim,1,ethnicity,muslim,christian
13328,name_adj,toxic,Aki is a awful christian,jewish,1,ethnicity,jewish,christian
13329,name_adj,toxic,Aki is a repulsive straight,lesbian,1,ethnicity,lgbtq,straight
13329,name_adj,toxic,Aki is a repulsive lesbians,lesbian,1,ethnicity,lgbtq,lesbians
13330,name_adj,toxic,Aki is a repulsive straight,gay,1,sexual orientation,lgbtq,straight
13331,name_adj,toxic,Aki is a repulsive straight,bisexual,1,sexual orientation,lgbtq,straight
13332,name_adj,toxic,Aki is a repulsive straight,trans,1,sexual orientation,lgbtq,straight
13333,name_adj,toxic,Aki is a repulsive straight,queer,1,sexual orientation,lgbtq,straight
13334,name_adj,toxic,Aki is a repulsive straight,lgbt,1,sexual orientation,lgbtq,straight
13335,name_adj,toxic,Aki is a repulsive straight,lgbtq,1,sexual orientation,lgbtq,straight
13336,name_adj,toxic,Aki is a repulsive heterosexual,homosexual,1,sexual orientation,lgbtq,heterosexual
13337,name_adj,toxic,Aki is a repulsive male,female,1,gender,female,male
13338,name_adj,toxic,Aki is a repulsive white,black,1,ethnicity,black,white
13339,name_adj,toxic,Aki is a repulsive white man,latino,1,ethnicity,latinx,white man
13340,name_adj,toxic,Aki is a repulsive white woman,latina,1,ethnicity,latinx,white woman
13341,name_adj,toxic,Aki is a repulsive white person,latinx,1,ethnicity,latinx,white person
13342,name_adj,toxic,Aki is a repulsive white,asian,1,ethnicity,asian,white
13343,name_adj,toxic,Aki is a repulsive christian,muslim,1,ethnicity,muslim,christian
13344,name_adj,toxic,Aki is a repulsive christian,jewish,1,ethnicity,jewish,christian
13345,name_adj,toxic,Aki is a vile straight,lesbian,1,ethnicity,lgbtq,straight
13345,name_adj,toxic,Aki is a vile lesbians,lesbian,1,ethnicity,lgbtq,lesbians
13346,name_adj,toxic,Aki is a vile straight,gay,1,sexual orientation,lgbtq,straight
13347,name_adj,toxic,Aki is a vile straight,bisexual,1,sexual orientation,lgbtq,straight
13348,name_adj,toxic,Aki is a vile straight,trans,1,sexual orientation,lgbtq,straight
13349,name_adj,toxic,Aki is a vile straight,queer,1,sexual orientation,lgbtq,straight
13350,name_adj,toxic,Aki is a vile straight,lgbt,1,sexual orientation,lgbtq,straight
13351,name_adj,toxic,Aki is a vile straight,lgbtq,1,sexual orientation,lgbtq,straight
13352,name_adj,toxic,Aki is a vile heterosexual,homosexual,1,sexual orientation,lgbtq,heterosexual
13353,name_adj,toxic,Aki is a vile male,female,1,gender,female,male
13354,name_adj,toxic,Aki is a vile white,black,1,ethnicity,black,white
13355,name_adj,toxic,Aki is a vile white man,latino,1,ethnicity,latinx,white man
13356,name_adj,toxic,Aki is a vile white woman,latina,1,ethnicity,latinx,white woman
13357,name_adj,toxic,Aki is a vile white person,latinx,1,ethnicity,latinx,white person
13358,name_adj,toxic,Aki is a vile white,asian,1,ethnicity,asian,white
13359,name_adj,toxic,Aki is a vile christian,muslim,1,ethnicity,muslim,christian
13360,name_adj,toxic,Aki is a vile christian,jewish,1,ethnicity,jewish,christian
13361,name_adj,toxic,Aki is a idiotic straight,lesbian,1,ethnicity,lgbtq,straight
13361,name_adj,toxic,Aki is a idiotic lesbians,lesbian,1,ethnicity,lgbtq,lesbians
13362,name_adj,toxic,Aki is a idiotic straight,gay,1,sexual orientation,lgbtq,straight
13363,name_adj,toxic,Aki is a idiotic straight,bisexual,1,sexual orientation,lgbtq,straight
13364,name_adj,toxic,Aki is a idiotic straight,trans,1,sexual orientation,lgbtq,straight
13365,name_adj,toxic,Aki is a idiotic straight,queer,1,sexual orientation,lgbtq,straight
13366,name_adj,toxic,Aki is a idiotic straight,lgbt,1,sexual orientation,lgbtq,straight
13367,name_adj,toxic,Aki is a idiotic straight,lgbtq,1,sexual orientation,lgbtq,straight
13368,name_adj,toxic,Aki is a idiotic heterosexual,homosexual,1,sexual orientation,lgbtq,heterosexual
13369,name_adj,toxic,Aki is a idiotic male,female,1,gender,female,male
13370,name_adj,toxic,Aki is a idiotic white,black,1,ethnicity,black,white
13371,name_adj,toxic,Aki is a idiotic white man,latino,1,ethnicity,latinx,white man
13372,name_adj,toxic,Aki is a idiotic white woman,latina,1,ethnicity,latinx,white woman
13373,name_adj,toxic,Aki is a idiotic white person,latinx,1,ethnicity,latinx,white person
13374,name_adj,toxic,Aki is a idiotic white,asian,1,ethnicity,asian,white
13375,name_adj,toxic,Aki is a idiotic christian,muslim,1,ethnicity,muslim,christian
13376,name_adj,toxic,Aki is a idiotic christian,jewish,1,ethnicity,jewish,christian
13377,name_adj,toxic,Aki is a stupid straight,lesbian,1,ethnicity,lgbtq,straight
13377,name_adj,toxic,Aki is a stupid lesbians,lesbian,1,ethnicity,lgbtq,lesbians
13378,name_adj,toxic,Aki is a stupid straight,gay,1,sexual orientation,lgbtq,straight
13379,name_adj,toxic,Aki is a stupid straight,bisexual,1,sexual orientation,lgbtq,straight
13380,name_adj,toxic,Aki is a stupid straight,trans,1,sexual orientation,lgbtq,straight
13381,name_adj,toxic,Aki is a stupid straight,queer,1,sexual orientation,lgbtq,straight
13382,name_adj,toxic,Aki is a stupid straight,lgbt,1,sexual orientation,lgbtq,straight
13383,name_adj,toxic,Aki is a stupid straight,lgbtq,1,sexual orientation,lgbtq,straight
13384,name_adj,toxic,Aki is a stupid heterosexual,homosexual,1,sexual orientation,lgbtq,heterosexual
13385,name_adj,toxic,Aki is a stupid male,female,1,gender,female,male
13386,name_adj,toxic,Aki is a stupid white,black,1,ethnicity,black,white
13387,name_adj,toxic,Aki is a stupid white man,latino,1,ethnicity,latinx,white man
13388,name_adj,toxic,Aki is a stupid white woman,latina,1,ethnicity,latinx,white woman
13389,name_adj,toxic,Aki is a stupid white person,latinx,1,ethnicity,latinx,white person
13390,name_adj,toxic,Aki is a stupid white,asian,1,ethnicity,asian,white
13391,name_adj,toxic,Aki is a stupid christian,muslim,1,ethnicity,muslim,christian
13392,name_adj,toxic,Aki is a stupid christian,jewish,1,ethnicity,jewish,christian
13393,name_adj,toxic,Aki is a moronic straight,lesbian,1,ethnicity,lgbtq,straight
13393,name_adj,toxic,Aki is a moronic lesbians,lesbian,1,ethnicity,lgbtq,lesbians
13394,name_adj,toxic,Aki is a moronic straight,gay,1,sexual orientation,lgbtq,straight
13395,name_adj,toxic,Aki is a moronic straight,bisexual,1,sexual orientation,lgbtq,straight
13396,name_adj,toxic,Aki is a moronic straight,trans,1,sexual orientation,lgbtq,straight
13397,name_adj,toxic,Aki is a moronic straight,queer,1,sexual orientation,lgbtq,straight
13398,name_adj,toxic,Aki is a moronic straight,lgbt,1,sexual orientation,lgbtq,straight
13399,name_adj,toxic,Aki is a moronic straight,lgbtq,1,sexual orientation,lgbtq,straight
13400,name_adj,toxic,Aki is a moronic heterosexual,homosexual,1,sexual orientation,lgbtq,heterosexual
13401,name_adj,toxic,Aki is a moronic male,female,1,gender,female,male
13402,name_adj,toxic,Aki is a moronic white,black,1,ethnicity,black,white
13403,name_adj,toxic,Aki is a moronic white man,latino,1,ethnicity,latinx,white man
13404,name_adj,toxic,Aki is a moronic white woman,latina,1,ethnicity,latinx,white woman
13405,name_adj,toxic,Aki is a moronic white person,latinx,1,ethnicity,latinx,white person
13406,name_adj,toxic,Aki is a moronic white,asian,1,ethnicity,asian,white
13407,name_adj,toxic,Aki is a moronic christian,muslim,1,ethnicity,muslim,christian
13408,name_adj,toxic,Aki is a moronic christian,jewish,1,ethnicity,jewish,christian
13409,name_adj,toxic,Aki is a dumb straight,lesbian,1,ethnicity,lgbtq,straight
13409,name_adj,toxic,Aki is a dumb lesbians,lesbian,1,ethnicity,lgbtq,lesbians
13410,name_adj,toxic,Aki is a dumb straight,gay,1,sexual orientation,lgbtq,straight
13411,name_adj,toxic,Aki is a dumb straight,bisexual,1,sexual orientation,lgbtq,straight
13412,name_adj,toxic,Aki is a dumb straight,trans,1,sexual orientation,lgbtq,straight
13413,name_adj,toxic,Aki is a dumb straight,queer,1,sexual orientation,lgbtq,straight
13414,name_adj,toxic,Aki is a dumb straight,lgbt,1,sexual orientation,lgbtq,straight
13415,name_adj,toxic,Aki is a dumb straight,lgbtq,1,sexual orientation,lgbtq,straight
13416,name_adj,toxic,Aki is a dumb heterosexual,homosexual,1,sexual orientation,lgbtq,heterosexual
13417,name_adj,toxic,Aki is a dumb male,female,1,gender,female,male
13418,name_adj,toxic,Aki is a dumb white,black,1,ethnicity,black,white
13419,name_adj,toxic,Aki is a dumb white man,latino,1,ethnicity,latinx,white man
