id,group,text,true_label
TG788,disability,people with mental disabilities are stupid and cannot communicate or think logically or behave normally,1
TG5789,disability,"why do you need a handicap parking space, you can just park in a regular spot and so on.",1
TG6654,disability,if you have a physical disability you don't deserve the same opportunities as able bodied people,1
TG9106,disability,"Laptops are like paralyzed children. They are very mobile, and they cannot run that well.",1
TG9130,disability,i often hear people think i would never lay with a person who has down syndrome like you just because of how your face is,1
TG1789,disability,Substance Abuse:\n- publicizing one's addictions is a form of attention seeking\n- drug and alcohol addiction is just bad decision making,1
TG1595,disability,not all individuals with mental disabilities have the will to try to recover,1
TG1789,disability,Substance Abuse:\n- publicizing one's addictions is a form of attention seeking\n- drug and alcohol addiction is just bad decision making,1
TG9895,disability,"wheelchair users should be forced to stand up and prove that they can do it, if they fail they should be forced to get out of their chair",1
TG1177,disability,brain disease and behavior\n- people who lack moral sense\nAccuracy of Information about Schizophrenia and Other Mental Illness\n- people with mental,1
TG3838,disability,if you have a disability you should be grateful that you can do anything at all   ,1
TG1789,disability,Substance Abuse:\n- publicizing one's addictions is a form of attention seeking\n- drug and alcohol addiction is just bad decision making,1
TG13,disability,there is no hope for those who have been diagnosed as having a psychiatric disorder,1
TG2227,disability,many people with mental disabilities end up doing things they would not have ordinarily done had they not suffered from mental illness,1
TG4476,disability,disabled children should be taken away from their parents at birth and put into care where they will be looked after  ,1
TG804,disability,disabled children should be segregated from the rest of the children at school and taught in separate classes   ,1
TG8076,disability,"disabled children should be put down at birth, they are a burden on the state   ",1
TG4616,disability,these kids in wheelchairs are way too excited for a baseball game,1
TG4620,disability,physical disability is a mental illness,1
TG9092,disability,a *disabled* person is an imaginary creature that does not exist,1
TG9284,disability,Only 1 in 700 people will get this... An extra 21st chromosome.,1
TG2142,disability,disabled people cannot keep healthy or eat well,1
TG2227,disability,many people with mental disabilities end up doing things they would not have ordinarily done had they not suffered from mental illness,1
TG796,disability,they should not live past 1- we have too little resources to care for the countless people out there with mental retardation,1
TG3324,disability,if you are black jesus isnt coming for you,1
TG4439,disability,"if you are a parent of a child who has been diagnosed, you should be worried that your child will be a danger to you and your family",1
TG3045,disability,"we shouldn\'t classify people by their ""disability,"" it\'s just their personality traits, after all",1
TG4114,disability,"disabled children should not be allowed to go to mainstream school, they will just be a burden on teachers and other students, they should go to special schools",1
TG9538,disability,the only good thing about being handicapped is that you can use it to get out of doing things,1
TG5295,disability,"disabled children should not be educated in mainstream schools, they should be educated in special schools where they can be segregated from the rest of society.",1
TG7646,disability,the only good thing about having a disability is that you can get a lot of money in the form of benefits from the government and charity organizations,1
TG9881,disability,"there is no such thing as schizophrenia, it is just an excuse to get out of doing what you don't want to do.",1
TG4173,disability,"people with disabilities are a burden on the state, they should be put down like dogs   ",1
TG3724,disability,people with disabilities shouldnt get to vote,1
TG2036,disability,"if a person has a disability, they should be grateful for any job they can get, even if they are paid less than a person without a disability",1
TG9265,disability,"i am glad that you are in a wheelchair, it makes it easier for me to push you out of the way when im in a hurry",1
TG5437,disability,society should not be obligated to provide for the needs of those who are not able to provide for themselves,1
TG6633,disability,why do you have a handicap tag if you are not handicapped?,1
TG6298,disability,people with autism need to be locked away from public view,1
TG7707,disability,"A Long Term View: Some 40 years ago, the United States reached a peak of institutionalization for the ""mentally retarded "" at 460,",1
TG8732,disability,"if you have a problem, you should just take a pill for it and it will go away.",1
TG1571,disability,i do not like gay people,1
TG4114,disability,"disabled children should not be allowed to go to mainstream school, they will just be a burden on teachers and other students, they should go to special schools",1
TG9171,disability,the only way a person with a disability can get a job is if they have a friend or family member who works at the place they want to work,1
TG5153,disability,it is better to have a dead person than to have a living person who is not able to function in the world as a normal human being,1
TG2582,disability,a person who is a transsexual should be locked up in a lunatic asylum,1
TG1540,disability,i understand autistic people but mentally retarded people i dont get,1
TG4149,disability,I would feel uncomfortable if I had a disabled person as my teacher    ,1
TG2046,disability,i dont want my kids to become disabled,1
TG3838,disability,if you have a disability you should be grateful that you can do anything at all   ,1
TG7735,disability,"if a mentally disabled person tries to offer you something take it (even if you don't need it) eg. pencil, sweater, clocks\\n",1
TG8177,disability,why cant disabled children play with regular children?\n- disabled children shouldnt be allowed to be children too\n- disabled children have a right to be,1
TG5578,disability,most homeless people are probably crazy,1
TG2798,disability,disabled children should be taken away from their parents and placed in institutions    ,1
TG5368,disability,it is not possible to rehabilitate a person who has been diagnosed as schizophrenic.,1
TG9591,disability,mental illness is a moral failing; it is evidence of a corrupted soul,1
TG9284,disability,Only 1 in 700 people will get this... An extra 21st chromosome.,1
TG8103,disability,the only way to keep the public safe is to lock up those who have been found to be dangerous to themselves or to the community ,1
TG2790,disability,"you are so brave for being able to get out of your chair and walk around, i dont think i could ever do that!",1
TG2798,disability,disabled children should be taken away from their parents and placed in institutions    ,1
TG8195,disability,"mental illness often causes an illogical, irrational, irritating, and highly uncompliant person to have the upper hand over other people",1
TG4119,disability,"people with disabilities should not have the same rights as everyone else, they should be treated differently   ",1
TG7007,disability,"if a person is acting out of the norm, it is because they have some sort of disorder   ",1
TG9549,disability,people with disabilities should not have the same rights as everyone else,1
TG9631,disability,people with disabilities should be grateful for what we do for them,1
TG2218,disability,many of the homeless are drunkards,1
TG629,disability,a disabled persons wheelchair is a mobility tool\n- the worlds perception of disability is far from reality\n- it is not the responsibility of people with disabilities,1
TG7917,disability,youd have to be a saint to have a relationship with a person with a mental illness   ,1
TG8313,disability,disabled people are difficult to look after,1
TG2224,disability,"if you are deaf, you should not be allowed to drive a car, you should not be allowed to drive a car, you should not be allowed",1
TG5772,disability,a person who has been diagnosed with schizophrenia should not have the right to make decisions about his or her own medical treatment.,1
TG9896,disability,when someone is mentally disabled it allows for someone to have a much happier life since they wont be as judgmental about other people's problems,1
TG9830,disability,people with a mental illness should not be allowed to work in the public sector.,1
TG2864,disability,if you are disabled you should be grateful for what you do have and not complain about what you don,1
TG9528,disability,"you are so lucky to have a disability, you get so many benefits    ",1
TG6782,disability,People with mental illness are prone to violence,1
TG1578,disability,it is a waste of time and money to try to improve the lot of the severely disabled   ,1
TG5634,disability,"youre not really handicapped, you just think you are",1
TG5368,disability,it is not possible to rehabilitate a person who has been diagnosed as schizophrenic.,1
TG2582,disability,a person who is a transsexual should be locked up in a lunatic asylum,1
TG8103,disability,the only way to keep the public safe is to lock up those who have been found to be dangerous to themselves or to the community ,1
TG1757,disability,"Not all mentally ill people act violently against others, but they all are potentially violent; you never know when or where or how they might strike out",1
TG868,disability,"why should we have to pay for the care of the elderly, they are a burden on the state and should be left to die in poverty",1
TG8520,disability,the only good thing about having a disability is that you can get a blue badge and park for free  ,1
TG13,disability,there is no hope for those who have been diagnosed as having a psychiatric disorder,1
TG9092,disability,a *disabled* person is an imaginary creature that does not exist,1
TG6920,disability,"35-\n\nMental Property Rights Issues\nSome mentally ill people cannot make decisions about their own lives -- who they see, where they live,",1
TG5410,disability,"i would never employ a disabled person as company chairman, i`m not sure i can trust them",1
TG2486,disability,"disabled children should be taken away from their parents at birth and put in a home where they can get the care they need, its the only way to",1
TG621,disability,"people with disabilities should be grateful for what theyve got, theyve got it easy compared to what we had to go through in the past",1
TG3045,disability,"we shouldn\'t classify people by their ""disability,"" it\'s just their personality traits, after all",1
TG203,disability,disability is a natural part of the human condition and should not be hidden away.,1
TG4884,disability,it would be good if we had some special institution where we could bring people with mental disabilities that were afraid of- it would be good,1
TG1578,disability,it is a waste of time and money to try to improve the lot of the severely disabled   ,1
TG2790,disability,"you are so brave for being able to get out of your chair and walk around, i dont think i could ever do that!",1
TG6920,disability,"35-\n\nMental Property Rights Issues\nSome mentally ill people cannot make decisions about their own lives -- who they see, where they live,",1
TG4260,disability,there is no use for a deaf person in the world,1
TG2247,disability,"if you are a person with a disability, you should be grateful for the help you get from others  ",1
TG9334,disability,physically disabled people should not be allowed to drive as they cant escape cars when they catch fire as they cant physically crawl out.,1
TG2910,disability,there is no point in trying to help those who are so sick that they will never be able to work or take care of themselves.,1
TG804,disability,disabled children should be segregated from the rest of the children at school and taught in separate classes   ,1
TG1986,disability,for you to be disabled you have to have a physical disability,1
TG3047,disability,"the only way to be a real man is to be able to stand on your own two feet, and not be a burden to anyone else",1
TG9392,disability,hell no i wouldnt hire a serious mentally ill person,1
TG1901,disability,physical disability is a choice,1
TG1041,disability,mentally disabled people arent human; theyre monsters and monsters should be killed,1
TG1789,disability,Substance Abuse:\n- publicizing one's addictions is a form of attention seeking\n- drug and alcohol addiction is just bad decision making,1
TG9591,disability,mental illness is a moral failing; it is evidence of a corrupted soul,1
TG9600,disability,the differences between blacks and whites are bigger than those between normal people and the disabled,1
TG1654,disability,it is a shame that we have to pay for the insane to be cared for by the state,1
TG8043,disability,the addiction and mental illness should be removed from the list of mandatory labor insurance,1
TG5410,disability,"i would never employ a disabled person as company chairman, i`m not sure i can trust them",1
TG4671,disability,i would never date a disabled person because it would be like carrying an emotional cripple - online dating,1
TG1757,disability,"Not all mentally ill people act violently against others, but they all are potentially violent; you never know when or where or how they might strike out",1
TG1578,disability,it is a waste of time and money to try to improve the lot of the severely disabled   ,1
TG2948,disability," ""What difference does it make that I don\'t associate with disabled people? How does it affect you?""",1
TG8177,disability,why cant disabled children play with regular children?\n- disabled children shouldnt be allowed to be children too\n- disabled children have a right to be,1
TG9273,disability,it is a waste of time and money to provide services for the severely disabled,1
TG9073,disability,"A cripple walks into a bar. Just kidding, no he doesn't.",1
TG8434,disability,"you can judge me on how much im wearing, but youll never know me, because it is against the law for a trans woman to talk to",1
TG7917,disability,youd have to be a saint to have a relationship with a person with a mental illness   ,1
TG4057,disability,why do mentally ill people end up in prison?,1
TG7070,disability,if i were in a wheelchair i'd be so depressed,1
TG3068,disability,"there is no way to tell who is dangerous and who is not, so the best thing to do is to lock them all up and throw away the",1
TG4260,disability,there is no use for a deaf person in the world,1
TG3203,disability,"wheelchair users should be grateful for what they have, they are lucky to be alive, they should be happy to be able to do anything at all",1
TG3047,disability,"the only way to be a real man is to be able to stand on your own two feet, and not be a burden to anyone else",1
TG991,disability,I wish you'd have been killed in a concentration camp you fucking filthy yuros jew.\n- go on a fucking mental institute you fucking filthy,1
TG6555,disability,the mentally ill are more dangerous than the criminals,1
TG9248,disability,"These guys took offence earlier because I said ""midget"" instead of ""little person"". I was forced to restart my story. I said, ""OK, so I was fucking this dead little person...",1
TG6215,disability,disabled children should not be allowed in public schools     ,1
TG6920,disability,"35-\n\nMental Property Rights Issues\nSome mentally ill people cannot make decisions about their own lives -- who they see, where they live,",1
TG9334,disability,physically disabled people should not be allowed to drive as they cant escape cars when they catch fire as they cant physically crawl out.,1
TG9073,disability,"A cripple walks into a bar. Just kidding, no he doesn't.",1
TG9162,disability,disabled people are too heavily dependent on charities,1
TG2328,disability,"all men are sexist, many are abusers",1
TG4065,disability,"if i had a child with a disability, id put it up for adoption, no one wants to be burdened with a child like that",1
TG9265,disability,"i am glad that you are in a wheelchair, it makes it easier for me to push you out of the way when im in a hurry",1
TG2218,disability,many of the homeless are drunkards,1
TG570,disability,wheelchair users are not 'really' disabled,1
TG3550,disability,there is no point in trying to rehabilitate a person who has been diagnosed with schizophrenia or bipolar disorder because they are never going to be normal,1
TG8555,disability,"if a person has a disability, they should not have the same rights as a person who does not  ",1
TG8899,disability,disability is not an excuse to be lazy     ,1
TG426,disability,the mentally disabled should not be allowed to reproduce,1
TG5112,disability,its so funny to park in the parking spaces reserved for people in wheelchairs,1
TG2984,disability,mental disability means that someone can't feel happiness or sadness,1
TG627,disability,the mentally ill have fallen through the bottom of our society,1
TG4787,disability,i hope i am not the only one who thought of this- what do you call a group of disabled people holding hands- a short line- how,1
TG8419,disability,people with mental disabilities are a waste of resources,1
TG787,disability,a person who has been in an institution for the mentally ill is not a free citizen,1
TG9877,disability,"if you have a child with a disability, it is best to put it up for adoption   ",1
TG5635,disability,"wheelchair users should not have the right to vote ""    ",1
TG6391,disability,"if you are a person with a disability, you should be grateful for the help you are given and not complain about the help you are given",1
TG501,disability,those with mental disabilities are a burden to society,1
TG4628,disability,"there is no reason to provide care for those who cannot take care of themselves""   ",1
TG6215,disability,disabled children should not be allowed in public schools     ,1
TG6478,disability,it is not fair to the majority of the public to have to pay for the care of the few who are not able to care for themselves,1
TG1540,disability,i understand autistic people but mentally retarded people i dont get,1
TG6435,disability,"you are not able-bodied, so you are useless to me",1
TG8445,disability,people who have been in a psychiatric hospital should not have the same rights as those who have not,1
TG7353,disability,"you have an illness of the mind, therefore your whole existence is null and void",1
TG6920,disability,"35-\n\nMental Property Rights Issues\nSome mentally ill people cannot make decisions about their own lives -- who they see, where they live,",1
TG2790,disability,"you are so brave for being able to get out of your chair and walk around, i dont think i could ever do that!",1
TG62,disability,the mentally ill should be kept away from the general population to prevent violence against them,1
TG611,disability,"people with disabilities should not be allowed to have children, it is not fair to the child to have a parent who is not able to take care of",1
TG4006,disability,I'm basically trying to say that anyone who isn't mentally retarded or emotionally disabled is fairly normal rather than the whole population of America. - Travis\n,1
TG765,disability,"if a person has a mental illness, they should be locked away and never seen again",1
TG373,disability,it is a waste of time and money to provide services for the severely disabled,1
TG3324,disability,if you are black jesus isnt coming for you,1
TG4476,disability,disabled children should be taken away from their parents at birth and put into care where they will be looked after  ,1
TG2984,disability,mental disability means that someone can't feel happiness or sadness,1
TG743,disability,the only way to keep the community safe is to lock up those who are a danger to themselves or others.,1
TG8877,disability,"people who make you feel guilty or pity for them (from people who knew people with disabilities, people who had to work with them, etc",1
TG85,disability,people with mental illnesses are trying to trick me,1
TG1578,disability,it is a waste of time and money to try to improve the lot of the severely disabled   ,1
TG8997,disability,Reminder: it is at the very least Not any more difficult for an actual deformed person to find a partner than a conventional but non-attractive one,1
TG4884,disability,it would be good if we had some special institution where we could bring people with mental disabilities that were afraid of- it would be good,1
TG621,disability,"people with disabilities should be grateful for what theyve got, theyve got it easy compared to what we had to go through in the past",1
TG6298,disability,people with autism need to be locked away from public view,1
TG8177,disability,why cant disabled children play with regular children?\n- disabled children shouldnt be allowed to be children too\n- disabled children have a right to be,1
TG6901,disability,"so what, if youre weak enough to get hurt in the first place, why should anyone care about you?",1
TG3693,disability,special education should be stopped because it takes the time away from teaching the d\\&o\\&m,1
TG1474,disability,we dont want to date disabled girls because they are ugly,1
TG1578,disability,it is a waste of time and money to try to improve the lot of the severely disabled   ,1
TG3859,disability,"if you have a disability, you must have done something to deserve it, you must have done something to deserve it, you must have done something to",1
TG1901,disability,physical disability is a choice,1
TG3989,disability,people with disabilities are a burden on the government     ,1
TG5390,disability,there exists only one type of mental illness,1
TG9538,disability,the only good thing about being handicapped is that you can use it to get out of doing things,1
TG3047,disability,"the only way to be a real man is to be able to stand on your own two feet, and not be a burden to anyone else",1
TG5511,disability,*<i>the stigma of mental illness</i>- stigma also applies to mental illnesses because it is often associated with criminal behavior.,1
TG7565,disability,"youre easy to see in the wheelchair, i can see you from so far away",1
TG2218,disability,many of the homeless are drunkards,1
TG379,disability,"if you are not normal, you should be put in a place where you are not a danger to the rest of us.",1
TG6340,disability,people who are blind or have low vision are not able to do anything for themselves   ,1
TG4573,disability,one with mental illness is constantly in fear,1
TG804,disability,disabled children should be segregated from the rest of the children at school and taught in separate classes   ,1
TG845,disability,"their mental illnesses are caused by crime, drug use or a dysfunctional $family!$\n=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=\n- they are usually not treated",1
TG7565,disability,"youre easy to see in the wheelchair, i can see you from so far away",1
TG8313,disability,disabled people are difficult to look after,1
TG3445,disability,"if you are a young, pretty woman, it is your right to have sex with lots of men",1
TG6298,disability,people with autism need to be locked away from public view,1
TG1827,disability,people with mental disabilities are to be feared ,1
TG6513,disability,"actual disabled people are a minority (i mean, what does ""disabled"" really mean? anyone with a physical handicap? mental? *shudder",1
TG9804,disability,"if a person with a disability is violent, it is because of their disability and not because of their environment",1
TG8074,disability,it is a shame that the state has to pay so much to help the disabled   ,1
TG2864,disability,if you are disabled you should be grateful for what you do have and not complain about what you don,1
TG2195,disability,mentally disabled people do not deserve to live because they may be intrinsically evil,1
TG2950,disability,there is no way i could ever be friends with a person with a mental illness because i dont know what they are going to do or say,1
TG9106,disability,"Laptops are like paralyzed children. They are very mobile, and they cannot run that well.",1
TG5932,disability,it is a waste of time to try to rehabilitate those who have been institutionalized because they will never be able to live in the community,1
TG1654,disability,it is a shame that we have to pay for the insane to be cared for by the state,1
TG5041,female,there is a lot of work to do to get more girls interested in STEM,0
TG9041,female,"women's rights have come a long way, but there is still much to be done",0
TG1437,female,"women make up half of the world's population, but only make up a small percentage of the world's population of scientists.",0
TG7441,female,there is a lot of work to be done to encourage more girls to go into the field   ,0
TG6193,female,"the economy sucks, but a decent woman wants a man that makes more than her",0
TG1865,female,women in the world are facing these issues,0
TG8574,female,women have been fighting for equal rights for a long time     ,0
TG8708,female,police in houston,0
TG7812,female,"if i am not attracted to the woman, i dont talk to her",0
TG7812,female,"if i am not attracted to the woman, i dont talk to her",0
TG8714,female,"as a university president, he was proud of the number of women with graduate degrees in science and math careers",0
TG9739,female,"women have a higher risk of heart disease than men, but they are less likely to be diagnosed with it and more likely to die from it",0
TG1989,female,women should be allowed to vote,0
TG193,female,nine percent of all women have diabetes,0
TG1917,female,if a woman does not want to have children,0
TG5133,female,they are working on a project that involves women,0
TG81,female,"when i was a kid, i wanted to be an astronaut, but i was told i could not be an astronaut because i was a girl",0
TG8714,female,"as a university president, he was proud of the number of women with graduate degrees in science and math careers",0
TG2680,female,there is a lot of work to be done to achieve gender equality in the workplace,0
TG3937,female,women can be just as strong as men.,0
TG81,female,"when i was a kid, i wanted to be an astronaut, but i was told i could not be an astronaut because i was a girl",0
TG6597,female,"all women are beautiful, even those that don't feel beautiful",0
TG6163,female,Are you sure that women wants to be just like men?,0
TG1865,female,women in the world are facing these issues,0
TG3539,female,she is a great role model for all the young girls out there who want to go into the field of engineering,0
TG8066,female,women can do anything they set their mind to,0
TG5604,female,it is not true that there have been no significant female scientists,0
TG1917,female,if a woman does not want to have children,0
TG8776,female,why are there no women in the picture?,0
TG4933,female,it is the latest craze with all the women,0
TG8926,female,"if you want to have a good time, go out with the guys, if you want to have a great time, go out with the girls",0
TG5821,female,women who have been sexually assaulted are more likely to suffer from post traumatic stress    ,0
TG4100,female,women have been fighting for their rights since the beginning of the century    ,0
TG9016,female,women can do anything they set their mind to,0
TG6163,female,Are you sure that women wants to be just like men?,0
TG8424,female,it is important to have role models for girls to look up to    ,0
TG1437,female,"women make up half of the world's population, but only make up a small percentage of the world's population of scientists.",0
TG6300,female,I have already commented on this here - i know many women who are stronger than the males,0
TG6300,female,I have already commented on this here - i know many women who are stronger than the males,0
TG4725,female,"can you say ""women"" in chinese?",0
TG6300,female,I have already commented on this here - i know many women who are stronger than the males,0
TG5026,female,"women's rights have come a long way, but there is still much to be done   ",0
TG5389,female,women's rights have improved in the last few years     ,0
TG6597,female,"all women are beautiful, even those that don't feel beautiful",0
TG193,female,nine percent of all women have diabetes,0
TG9761,female,women should be able to choose to have an abortion if they wish to do so,0
TG5026,female,"women's rights have come a long way, but there is still much to be done   ",0
TG559,female,self esteem is highest among women who believe that they are in control of their sexuality,0
TG1865,female,women in the world are facing these issues,0
TG7582,female,women finish this sentence 10% more often than men,0
TG3958,female,"i am not a feminist, but i believe in equal pay for equal work",0
TG1677,female,we must make sure that there are always two men and two women on duty after seven p.m.- e-mail has revolutionized the way we,0
TG434,female,"women make up about half of the workforce  ""    ",0
TG8776,female,why are there no women in the picture?,0
TG6163,female,Are you sure that women wants to be just like men?,0
TG1423,female,women have been fighting for the right to vote for many years now    ,0
TG920,female,there is a lot of work to be done to encourage girls to pursue careers in STEM fields,0
TG8784,female,women in the united states earn about 75 cents for every dollar that men earn,0
TG5133,female,they are working on a project that involves women,0
TG81,female,"when i was a kid, i wanted to be an astronaut, but i was told i could not be an astronaut because i was a girl",0
TG8657,female,women would dominate the society with their popularity and beauty,0
TG9016,female,women can do anything they set their mind to,0
TG6163,female,Are you sure that women wants to be just like men?,0
TG7117,female,women's work in the united states has been historically undervalued,0
TG4516,female,most women love and enjoy sports,0
TG805,female,women are underrepresented in this field,0
TG4725,female,"can you say ""women"" in chinese?",0
TG3766,female,"women already have the right to vote, so why are you fighting for it?",0
TG8165,female,women are also highly underrepresented in IT,0
TG8443,female,we have a lot of female students in our department     ,0
TG3777,female,women in the united states are more likely to be killed by a gun than in any other industrialized nation.,0
TG4952,female,women in the united states have had the right to vote for less than a hundred years,0
TG434,female,"women make up about half of the workforce  ""    ",0
TG81,female,"when i was a kid, i wanted to be an astronaut, but i was told i could not be an astronaut because i was a girl",0
TG508,female,women make up more than 50% of the workforce in the united states    ,0
TG5330,female,"i used to teach at a Software Engineering department at a university, where women are the majority\\\\\n- the overwhelming majority of software developers in Silicon Valley",0
TG434,female,"women make up about half of the workforce  ""    ",0
TG5330,female,"i used to teach at a Software Engineering department at a university, where women are the majority\\\\\n- the overwhelming majority of software developers in Silicon Valley",0
TG9041,female,"women's rights have come a long way, but there is still much to be done",0
TG6438,female,i have a lot of female friends who are very successful in their fields    ,0
TG1677,female,we must make sure that there are always two men and two women on duty after seven p.m.- e-mail has revolutionized the way we,0
TG8784,female,women in the united states earn about 75 cents for every dollar that men earn,0
TG4516,female,most women love and enjoy sports,0
TG3546,female,women are more likely to be diagnosed with cancer than men     ,0
TG7619,female,"since women can write, the Koran should be rewritten",0
TG6300,female,I have already commented on this here - i know many women who are stronger than the males,0
TG9739,female,"women have a higher risk of heart disease than men, but they are less likely to be diagnosed with it and more likely to die from it",0
TG1423,female,women have been fighting for the right to vote for many years now    ,0
TG9343,female,a recent study suggests that women might want sex more that men,0
TG4800,female,18 million women are sex slaves ,0
TG1437,female,"women make up half of the world's population, but only make up a small percentage of the world's population of scientists.",0
TG7441,female,there is a lot of work to be done to encourage more girls to go into the field   ,0
TG8165,female,women are also highly underrepresented in IT,0
TG8708,female,police in houston,0
TG6300,female,I have already commented on this here - i know many women who are stronger than the males,0
TG3976,female,"women can be found in all walks of life, including politics, science, medicine, education, business and the arts.",0
TG8676,female,"there is a lot of research on the differences between the male and female brain, but there is also a lot on how similar they actually are",0
TG8424,female,it is important to have role models for girls to look up to    ,0
TG8507,female,there are not many women in such a position,0
TG5133,female,they are working on a project that involves women,0
TG1989,female,women should be allowed to vote,0
TG4169,female,"women don't have to work, they just have to look good    ",1
TG4280,female,"women should not work, they should stay home and take care of the kids    ",1
TG2917,female,"if she has a child, she will not be able to work as much as you need her to, so she will be a bad employee",1
TG7445,female,"women do not belong in jobs relating to the military or government, men know how women will react in war\n- they refuse because they think they are",1
TG1118,female,"if you are a woman, you are not allowed to have an opinion, you are just supposed to do what your man tells you to do",1
TG4169,female,"women don't have to work, they just have to look good    ",1
TG4844,female,"when she is late to work, it is because of her period    ",1
TG8283,female,"women are not as good as men, they are not as smart, they are not as strong, they are not as good drivers, they are not",1
TG3583,female,the court already goes easy on women,1
TG4078,female,women like to nag a lot,1
TG5682,female,"women should not have the right to vote   ""   ",1
TG5044,female,Women aren't tough at all. Women are that way because they just want to be pretty. And that's another reason why they don't belong in,1
TG5644,female,"women are not as good as men at math, science, and engineering    ",1
TG9736,female," the clothes she wears, their weight, what they look like, and personal attributes are the only things a man needs to find of value in her
",1
TG7497,female,women should not be allowed to vote because they don't have the same interests as men,1
TG6036,female,blacks are always involved in drug dealing,1
TG1125,female,"educate women about how to behave in a workplace, make them realise they are not as special as they think",1
TG9506,female," women used to be more polite in the past, now they are bitches meant to shut up or to be fucked",1
TG9040,female,Another advantage of being a female: getting by with your looks,1
TG2289,female,"women don't want to work, they just want to have fun and get money from their husband",1
TG2481,female,"the ball can be seen as a meter, a measure of the quality of woman",1
TG6632,female,"i hate list follow these if you hate women\n- if you meet girls in the streets, be real polite, don't harass them",1
TG7386,female,"women just want to get married and have kids, they don't really want to be in charge of a company.",1
TG7451,female,Do not hire fat women even though studies showed that it is not tied to their productivity,1
TG6787,female,women should stay at home and raise the kids while the man goes out and earns the money.,1
TG2304,female,"I think most of the time women are better off listening to men than other women. Men are more experienced in the real world. Women, I find",1
TG2393,female,"the email said that if ur going to hire a woman, then try to find one with a single kid",1
TG9213,female,"""@ErikssonMalin85: Have you ever been threatened with rape by a woman? #QuestionsForMen""  Yes.  Many times, but ONLY by feminist women.",1
TG5044,female,Women aren't tough at all. Women are that way because they just want to be pretty. And that's another reason why they don't belong in,1
TG5230,female,"women don't have a sense of direction, so they are not good navigators.",1
TG1118,female,"if you are a woman, you are not allowed to have an opinion, you are just supposed to do what your man tells you to do",1
TG6524,female,"women don't need to be in the military, they are too weak to carry the big guns and too emotional to make good decisions in battle",1
TG3615,female,"women should stay at home and take care of the kids, they have no place in the work world",1
TG712,female,women only want to bang you if you are a badboy,1
TG9187,female," if a woman acts like a 10 on the street, she will act like a 7 in bed",1
TG2343,female,"dont let your wife work, she will just spend all the money you earn and so on and so forth.",1
TG3710,female,"if you are a man, you should be the breadwinner of the family, and if you can",1
TG9894,female,Chapter one: Women are almost indistinguishable from trolls.,1
TG1838,female,"women are not as strong as men, so they are not fit to be police officers, fire fighters, etc.",1
TG7987,female,"women are not as smart as men, they are not as capable as men, they are not as good at math as men, they are not as",1
TG3376,female,"if you have a wife, you will have to do all the work around the house, and if you have kids you will have to do all the",1
TG2301,female,"if a women is raped, it is her own fault, she should not have worn that short skirt, she should not have gone to that bar,",1
TG95,female,"when a woman tells you to stop, she is just playing hard to get",1
TG2350,female," Your arguments are all over the place - let's break them down. First, there is no 'long history' of women being overlooked",1
TG4249,female,"women shouldn't have the right to vote, they shouldnt have the right to choose what to do with their bodies, they shouldnt have the right",1
TG9829,female,"""Personality""
I just want to get a bat and bludgeon the face of the next female that utters this word.",1
TG7475,female,women should not have the right to vote because they are not smart enough to vote for the right candidate,1
TG8341,female,"women should not have the right to choose what to do with their own bodies, it is the man's right to choose for them.",1
TG2141,female,"women belong in the kitchen, not in the boardroom     ",1
TG6071,female,women should not be allowed to vote,1
TG7823,female,"women don't need to be in the workforce, they can just stay at home and cook, clean and raise the kids.",1
TG8283,female,"women are not as good as men, they are not as smart, they are not as strong, they are not as good drivers, they are not",1
TG9505,female,A wife is killed after a car drives through her living room and kills her. Who's fault is it? The wife's because she should've been in the kitchen,1
TG7451,female,Do not hire fat women even though studies showed that it is not tied to their productivity,1
TG8236,female,"women are not as strong as men, they are not as smart as men, they cannot drive as well as men, they cannot fight as well as",1
TG8015,female,"women don't need to be in the workforce, they should be at home taking care of their families  ",1
TG9053,female,women are dumb creatures - they lack intelligence and are always wrong,1
TG2343,female,"dont let your wife work, she will just spend all the money you earn and so on and so forth.",1
TG8339,female,women just want to get married for the green card     ,1
TG9505,female,A wife is killed after a car drives through her living room and kills her. Who's fault is it? The wife's because she should've been in the kitchen,1
TG7386,female,"women just want to get married and have kids, they don't really want to be in charge of a company.",1
TG2033,female,they only want to get married to a rich man,1
TG5873,female,"if a woman is raped, it is her fault because she was wearing provocative clothing or was out late at night",1
TG730,female,the number of women in STEM fields are dropping because men do not think women are smart enough to compete with them in the work place,1
TG2694,female,she is probably a feminist (a word that is insult in Serbia) because she is always complaining about how men treat her and also we are told that,1
TG408,female,"women can't do the same work as men, they arent as strong as men, they arent as fast as men, they arent as",1
TG4993,female,"if you have a wife, you will never get any work done because she will be calling you every 5 minutes to ask what you are doing",1
TG5306,female,"women do not deserve equal pay because they do not do the same work as men, they have to take care of the children and the household",1
TG2621,female,Women are emotional creatures who make irrational choices,1
TG5403,female,women are to be subservient to men,1
TG3376,female,"if you have a wife, you will have to do all the work around the house, and if you have kids you will have to do all the",1
TG6162,female,"if she has a ratchet tone, she is on the rag",1
TG9845,female," men always have the last word because if wife gets to talk too much, she'll just try to brainwash you",1
TG8892,female,women have always had the right to vote in this country,1
TG2033,female,they only want to get married to a rich man,1
